"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","condition","descriptor","pleasant_rating","unpleasant_rating","arousal_rating"
"null","","null","html-keyboard-response","132","393812","0.0-2.0-1.12","","positive","couple","","",""
"3201.1599999386817","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/4612.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","51","html-keyboard-response","133","397015","0.0-2.0-2.12","pleasant","","","3","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/4612.bmp'><img class='center' src='scale/PleasantScale3.jpg'>","null","html-keyboard-response","134","399017","0.0-2.0-3.12","","","","","",""
"null","","null","html-keyboard-response","135","402019","0.0-2.0-4.12","","positive","couple","","",""
"1134.2050000093877","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/4612.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","49","html-keyboard-response","136","403154","0.0-2.0-5.12","unpleasant","","","","1",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/4612.bmp'><img class='center' src='scale/UnpleasantScale1.jpg'>","null","html-keyboard-response","137","405157","0.0-2.0-6.12","","","","","",""
"null","","null","html-keyboard-response","138","408159","0.0-2.0-7.12","","positive","couple","","",""
"2285.6250000186265","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/4612.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","49","html-keyboard-response","139","410446","0.0-2.0-8.12","arousal","","","","","1"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/4612.bmp'><img class='center' src='scale/ArousalScale1.jpg'>","null","html-keyboard-response","140","412448","0.0-2.0-9.12","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","141","413450","0.0-2.0-0.13","fixation","","","","",""
"null","","null","html-keyboard-response","142","416452","0.0-2.0-1.13","","neutral","boat","","",""
"1832.6700000325218","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/5395.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","49","html-keyboard-response","143","418286","0.0-2.0-2.13","pleasant","","","1","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/5395.bmp'><img class='center' src='scale/PleasantScale1.jpg'>","null","html-keyboard-response","144","420289","0.0-2.0-3.13","","","","","",""
"null","","null","html-keyboard-response","145","423291","0.0-2.0-4.13","","neutral","boat","","",""
"525.7299999939278","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/5395.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","50","html-keyboard-response","146","423818","0.0-2.0-5.13","unpleasant","","","","2",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/5395.bmp'><img class='center' src='scale/UnpleasantScale2.jpg'>","null","html-keyboard-response","147","425821","0.0-2.0-6.13","","","","","",""
"null","","null","html-keyboard-response","148","428823","0.0-2.0-7.13","","neutral","boat","","",""
"1346.8400000128895","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/5395.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","51","html-keyboard-response","149","430172","0.0-2.0-8.13","arousal","","","","","3"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/5395.bmp'><img class='center' src='scale/ArousalScale3.jpg'>","null","html-keyboard-response","150","432174","0.0-2.0-9.13","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","151","433175","0.0-2.0-0.14","fixation","","","","",""
"null","","null","html-keyboard-response","152","436178","0.0-2.0-1.14","","negative","dyingMan","","",""
"1532.1299999486655","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/3230.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","49","html-keyboard-response","153","437713","0.0-2.0-2.14","pleasant","","","1","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/3230.bmp'><img class='center' src='scale/PleasantScale1.jpg'>","null","html-keyboard-response","154","439716","0.0-2.0-3.14","","","","","",""
"null","","null","html-keyboard-response","155","442718","0.0-2.0-4.14","","negative","dyingMan","","",""
"968.1649999693036","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/3230.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","52","html-keyboard-response","156","443688","0.0-2.0-5.14","unpleasant","","","","4",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/3230.bmp'><img class='center' src='scale/UnpleasantScale4.jpg'>","null","html-keyboard-response","157","445690","0.0-2.0-6.14","","","","","",""
"null","","null","html-keyboard-response","158","448694","0.0-2.0-7.14","","negative","dyingMan","","",""
"3043.195000034757","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/3230.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","50","html-keyboard-response","159","451739","0.0-2.0-8.14","arousal","","","","","2"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/3230.bmp'><img class='center' src='scale/ArousalScale2.jpg'>","null","html-keyboard-response","160","453741","0.0-2.0-9.14","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","161","454743","0.0-2.0-0.15","fixation","","","","",""
"null","","null","html-keyboard-response","162","457745","0.0-2.0-1.15","","neutral","spoon","","",""
"4154.729999951087","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7004.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","49","html-keyboard-response","163","461902","0.0-2.0-2.15","pleasant","","","1","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7004.bmp'><img class='center' src='scale/PleasantScale1.jpg'>","null","html-keyboard-response","164","463905","0.0-2.0-3.15","","","","","",""
"null","","null","html-keyboard-response","165","466907","0.0-2.0-4.15","","neutral","spoon","","",""
"653.3050000434741","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7004.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","49","html-keyboard-response","166","467562","0.0-2.0-5.15","unpleasant","","","","1",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7004.bmp'><img class='center' src='scale/UnpleasantScale1.jpg'>","null","html-keyboard-response","167","469564","0.0-2.0-6.15","","","","","",""
"null","","null","html-keyboard-response","168","472566","0.0-2.0-7.15","","neutral","spoon","","",""
"967.560000019148","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7004.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","51","html-keyboard-response","169","473535","0.0-2.0-8.15","arousal","","","","","3"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7004.bmp'><img class='center' src='scale/ArousalScale3.jpg'>","null","html-keyboard-response","170","475538","0.0-2.0-9.15","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","171","476540","0.0-2.0-0.16","fixation","","","","",""
"null","","null","html-keyboard-response","172","479542","0.0-2.0-1.16","","positive","rollercoaster","","",""
"1952.4100000271574","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/8492.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","53","html-keyboard-response","173","481497","0.0-2.0-2.16","pleasant","","","5","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/8492.bmp'><img class='center' src='scale/PleasantScale5.jpg'>","null","html-keyboard-response","174","483499","0.0-2.0-3.16","","","","","",""
"null","","null","html-keyboard-response","175","486502","0.0-2.0-4.16","","positive","rollercoaster","","",""
"2429.4849999714643","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/8492.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","49","html-keyboard-response","176","488933","0.0-2.0-5.16","unpleasant","","","","1",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/8492.bmp'><img class='center' src='scale/UnpleasantScale1.jpg'>","null","html-keyboard-response","177","490935","0.0-2.0-6.16","","","","","",""
"null","","null","html-keyboard-response","178","493937","0.0-2.0-7.16","","positive","rollercoaster","","",""
"2266.4050000021234","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/8492.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","53","html-keyboard-response","179","496205","0.0-2.0-8.16","arousal","","","","","5"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/8492.bmp'><img class='center' src='scale/ArousalScale5.jpg'>","null","html-keyboard-response","180","498207","0.0-2.0-9.16","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","181","499209","0.0-2.0-0.17","fixation","","","","",""
"null","","null","html-keyboard-response","182","502212","0.0-2.0-1.17","","neutral","chess","","",""
"2470.0449999654666","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2840.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","50","html-keyboard-response","183","504684","0.0-2.0-2.17","pleasant","","","2","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2840.bmp'><img class='center' src='scale/PleasantScale2.jpg'>","null","html-keyboard-response","184","506687","0.0-2.0-3.17","","","","","",""
"null","","null","html-keyboard-response","185","509690","0.0-2.0-4.17","","neutral","chess","","",""
"3308.8800000259653","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2840.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","51","html-keyboard-response","186","513001","0.0-2.0-5.17","unpleasant","","","","3",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2840.bmp'><img class='center' src='scale/UnpleasantScale3.jpg'>","null","html-keyboard-response","187","515003","0.0-2.0-6.17","","","","","",""
"null","","null","html-keyboard-response","188","518006","0.0-2.0-7.17","","neutral","chess","","",""
"1140.7950000138953","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2840.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","49","html-keyboard-response","189","519149","0.0-2.0-8.17","arousal","","","","","1"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2840.bmp'><img class='center' src='scale/ArousalScale1.jpg'>","null","html-keyboard-response","190","521151","0.0-2.0-9.17","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","191","522153","0.0-2.0-0.18","fixation","","","","",""
"null","","null","html-keyboard-response","192","525155","0.0-2.0-1.18","","positive","puppies","","",""
"1657.645000028424","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","53","html-keyboard-response","193","526815","0.0-2.0-2.18","pleasant","","","5","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/PleasantScale5.jpg'>","null","html-keyboard-response","194","528818","0.0-2.0-3.18","","","","","",""
"null","","null","html-keyboard-response","195","531820","0.0-2.0-4.18","","positive","puppies","","",""
"1386.1949999118224","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","49","html-keyboard-response","196","533208","0.0-2.0-5.18","unpleasant","","","","1",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/UnpleasantScale1.jpg'>","null","html-keyboard-response","197","535211","0.0-2.0-6.18","","","","","",""
"null","","null","html-keyboard-response","198","538214","0.0-2.0-7.18","","positive","puppies","","",""
"636.1600001109764","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","52","html-keyboard-response","199","538852","0.0-2.0-8.18","arousal","","","","","4"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/ArousalScale4.jpg'>","null","html-keyboard-response","200","540853","0.0-2.0-9.18","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","201","541855","0.0-2.0-0.19","fixation","","","","",""
"null","","null","html-keyboard-response","202","544857","0.0-2.0-1.19","","neutral","rollingPin","","",""
"1141.6500000050291","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7000.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","49","html-keyboard-response","203","546000","0.0-2.0-2.19","pleasant","","","1","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7000.bmp'><img class='center' src='scale/PleasantScale1.jpg'>","null","html-keyboard-response","204","548003","0.0-2.0-3.19","","","","","",""
"null","","null","html-keyboard-response","205","551005","0.0-2.0-4.19","","neutral","rollingPin","","",""
"355.8250000933185","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7000.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","49","html-keyboard-response","206","551362","0.0-2.0-5.19","unpleasant","","","","1",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7000.bmp'><img class='center' src='scale/UnpleasantScale1.jpg'>","null","html-keyboard-response","207","553365","0.0-2.0-6.19","","","","","",""
"null","","null","html-keyboard-response","208","556367","0.0-2.0-7.19","","neutral","rollingPin","","",""
"4187.035000068136","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7000.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","49","html-keyboard-response","209","560556","0.0-2.0-8.19","arousal","","","","","1"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7000.bmp'><img class='center' src='scale/ArousalScale1.jpg'>","null","html-keyboard-response","210","562558","0.0-2.0-9.19","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","211","563560","0.0-2.0-0.20","fixation","","","","",""
"null","","null","html-keyboard-response","212","566562","0.0-2.0-1.20","","neutral","bridge","","",""
"2220.310000004247","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7547.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","49","html-keyboard-response","213","568783","0.0-2.0-2.20","pleasant","","","1","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7547.bmp'><img class='center' src='scale/PleasantScale1.jpg'>","null","html-keyboard-response","214","570786","0.0-2.0-3.20","","","","","",""
"null","","null","html-keyboard-response","215","573789","0.0-2.0-4.20","","neutral","bridge","","",""
"1948.4200000297278","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7547.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","49","html-keyboard-response","216","575739","0.0-2.0-5.20","unpleasant","","","","1",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7547.bmp'><img class='center' src='scale/UnpleasantScale1.jpg'>","null","html-keyboard-response","217","577741","0.0-2.0-6.20","","","","","",""
"null","","null","html-keyboard-response","218","580744","0.0-2.0-7.20","","neutral","bridge","","",""
"3469.1849999362603","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7547.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","51","html-keyboard-response","219","584215","0.0-2.0-8.20","arousal","","","","","3"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7547.bmp'><img class='center' src='scale/ArousalScale3.jpg'>","null","html-keyboard-response","220","586217","0.0-2.0-9.20","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","221","587218","0.0-2.0-0.21","fixation","","","","",""
"null","","null","html-keyboard-response","222","590220","0.0-2.0-1.21","","negative","carAccident","","",""
"1684.9850000580773","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9910.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","49","html-keyboard-response","223","591907","0.0-2.0-2.21","pleasant","","","1","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9910.bmp'><img class='center' src='scale/PleasantScale1.jpg'>","null","html-keyboard-response","224","593909","0.0-2.0-3.21","","","","","",""
"null","","null","html-keyboard-response","225","596911","0.0-2.0-4.21","","negative","carAccident","","",""
"2187.9099999787286","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9910.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","52","html-keyboard-response","226","599101","0.0-2.0-5.21","unpleasant","","","","4",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9910.bmp'><img class='center' src='scale/UnpleasantScale4.jpg'>","null","html-keyboard-response","227","601103","0.0-2.0-6.21","","","","","",""
"null","","null","html-keyboard-response","228","604105","0.0-2.0-7.21","","negative","carAccident","","",""
"4178.599999984726","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9910.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","52","html-keyboard-response","229","608285","0.0-2.0-8.21","arousal","","","","","4"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9910.bmp'><img class='center' src='scale/ArousalScale4.jpg'>","null","html-keyboard-response","230","610287","0.0-2.0-9.21","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","231","611289","0.0-2.0-0.22","fixation","","","","",""
"null","","null","html-keyboard-response","232","614292","0.0-2.0-1.22","","negative","cryingWoman","","",""
"3739.519999944605","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9332.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","49","html-keyboard-response","233","618033","0.0-2.0-2.22","pleasant","","","1","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9332.bmp'><img class='center' src='scale/PleasantScale1.jpg'>","null","html-keyboard-response","234","620037","0.0-2.0-3.22","","","","","",""
"null","","null","html-keyboard-response","235","623040","0.0-2.0-4.22","","negative","cryingWoman","","",""
"408.8950000004843","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9332.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","53","html-keyboard-response","236","623451","0.0-2.0-5.22","unpleasant","","","","5",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9332.bmp'><img class='center' src='scale/UnpleasantScale5.jpg'>","null","html-keyboard-response","237","625453","0.0-2.0-6.22","","","","","",""
"null","","null","html-keyboard-response","238","628456","0.0-2.0-7.22","","negative","cryingWoman","","",""
"2700.029999949038","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9332.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","50","html-keyboard-response","239","631158","0.0-2.0-8.22","arousal","","","","","2"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/9332.bmp'><img class='center' src='scale/ArousalScale2.jpg'>","null","html-keyboard-response","240","633160","0.0-2.0-9.22","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","241","634161","0.0-2.0-0.23","fixation","","","","",""
"null","","null","html-keyboard-response","242","637164","0.0-2.0-1.23","","neutral","basket","","",""
"1600.3000000491738","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7010.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","49","html-keyboard-response","243","638767","0.0-2.0-2.23","pleasant","","","1","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7010.bmp'><img class='center' src='scale/PleasantScale1.jpg'>","null","html-keyboard-response","244","640769","0.0-2.0-3.23","","","","","",""
"null","","null","html-keyboard-response","245","643772","0.0-2.0-4.23","","neutral","basket","","",""
"1219.4150000577793","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7010.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","49","html-keyboard-response","246","644993","0.0-2.0-5.23","unpleasant","","","","1",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7010.bmp'><img class='center' src='scale/UnpleasantScale1.jpg'>","null","html-keyboard-response","247","646996","0.0-2.0-6.23","","","","","",""
"null","","null","html-keyboard-response","248","649998","0.0-2.0-7.23","","neutral","basket","","",""
"618.419999955222","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7010.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","50","html-keyboard-response","249","650619","0.0-2.0-8.23","arousal","","","","","2"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/7010.bmp'><img class='center' src='scale/ArousalScale2.jpg'>","null","html-keyboard-response","250","652621","0.0-2.0-9.23","","","","","",""
"null","<p style='color:white;'>You have completed this task. Please wait for the experimenter to continue.</p><p style='color:white;'>Data Saving...Do not close this window until the text dissapears.”</p>","null","html-keyboard-response","251","662625","0.0-3.0","","","","","",""
